root_id,selected_reference,variant_id,routing_na_fraction,apical_pump_fraction,apical_k_fraction,panel_stage,calcium_profile,stimulated_calcium_uM,calcium_evidence_status,nkcc_member_id,nkcc_family,nkcc_fully_activated_multiplier,nkcc_tau_activation_s,nkcc_gain_evidence_status,nkcc_kinetic_evidence_status,ae4_regulatory_member,solver_label,success,message,positive_core,all_flow_nonnegative,max_dimensionless_conservation_ratio,numerical_gate_pass,minute_flow_60_pL_s,minute_flow_600_pL_s,minute_flow_max_min_ratio,envelope_max_min_ratio,feasible_multiplier_lower_uL_min_per_pL_s,feasible_multiplier_upper_uL_min_per_pL_s,minute_flow_shape_gate_pass,mean_scale_multiplier_uL_min_per_pL_s,mean_scale_implied_effective_cell_count,implied_cell_count_status,scaled_minute_min_uL_min,scaled_minute_max_uL_min,minutes_in_9_10_envelope,nkcc_capacity_multiplier_onset,nkcc_capacity_multiplier_60_s,nkcc_capacity_multiplier_600_s,nkcc_flux_60_fmol_s,nkcc_flux_600_fmol_s,isolated_nkcc_fractional_cl_rate_onset_s_inv,isolated_nkcc_fractional_cl_rate_600_s_inv,uptake_observation_status,endpoint_cl_mM,endpoint_ph,endpoint_volume_pL,endpoint_flow_pL_s,cumulative_flow_pL,source_eligible_for_g5_selection,g5_repair_candidate_pass
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N0_BASELINE_M1,N0_BASELINE,1.0,,EXACT_BASELINE_CONTROL,NO_ADDED_KINETIC_STATE,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.0070166095156309885,True,0.0010981303494854045,0.0006422905919649225,1.7097095352525058,1.1111111111111112,14012.349102711936,9106.387055677047,False,11245.63905905332,187427317.65088865,WARNING_NO_PRIMARY_GEOMETRY_RANGE,7.22296816826321,12.349177550104937,1,1.0,1.0,1.0,0.04520523537503414,0.0707263755608613,0.0011781761141849269,0.007244084705299745,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,20.208285306776997,6.810917230876852,0.9662698169602035,0.0006422905919649225,0.5068631466889564,True,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N1_M1P75,N1_CCH_ALGEBRAIC,1.75,,P15_DIRECTION_NOMINAL_GAIN_PROFILE,ALGEBRAIC_NO_ADDED_TIME_CONSTANT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.006199485369506874,True,0.0011313015384646575,0.0008508400226635377,1.3296289647061275,1.1111111111111112,10577.781674897802,8839.376293584352,False,9739.764616576218,162329410.2762703,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.286981547105231,11.01861069501631,3,1.75,1.75,1.75,0.07263594701315498,0.09713250123091641,0.002061808199823622,0.006106649987378747,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,30.11549487754763,6.844163050334199,1.0563346732294179,0.0008508400226635377,0.5852297488071844,True,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N2_M1P75_TAU10S,N2_CCH_EFFECTIVE_DYNAMIC,1.75,10.0,P15_DIRECTION_NOMINAL_GAIN_PROFILE,UNMEASURED_PREDECLARED_WT_SENSITIVITY_NOT_FIT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.006515676886920119,True,0.0011272667928412417,0.0008506755303070269,1.3251430806225108,1.1111111111111112,10579.827066086771,8871.014442637224,False,9755.580990603488,162593016.51005813,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.298834032634772,10.997142495580578,3,1.0,1.74814093570881,1.7499999999999998,0.0733991350701772,0.09716160267532163,0.0011781761141849269,0.00611096750836867,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,30.106208135862463,6.843972319887484,1.0562303225071263,0.0008506755303070269,0.5842809367776457,True,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N2_M1P75_TAU30S,N2_CCH_EFFECTIVE_DYNAMIC,1.75,30.0,P15_DIRECTION_NOMINAL_GAIN_PROFILE,UNMEASURED_PREDECLARED_WT_SENSITIVITY_NOT_FIT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.006185274514791672,True,0.0011189791957538664,0.0008503007692256343,1.3159804580359449,1.1111111111111112,10584.49001310003,8936.716641333898,False,9788.84404866806,163147400.8111343,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.323461624412223,10.953512840938608,3,1.0,1.6484985357206505,1.7499999984541348,0.07075602830011286,0.09723519012394982,0.0011781761141849269,0.006121521178320627,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,30.08408591295654,6.843544682457724,1.055983875655197,0.0008503007692256343,0.5822955163715767,True,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N2_M1P75_TAU120S,N2_CCH_EFFECTIVE_DYNAMIC,1.75,120.0,P15_DIRECTION_NOMINAL_GAIN_PROFILE,UNMEASURED_PREDECLARED_WT_SENSITIVITY_NOT_FIT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.006320277634586091,True,0.0011063122143591675,0.0008456020192808584,1.3083131179133536,1.1111111111111112,10643.304763692551,9039.039676329083,False,9956.537456773458,165942290.9462243,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.419268178493137,11.015039001153038,2,1.0,1.2951020014472077,1.7449465397085695,0.057393614961092805,0.09798319845376639,0.0011781761141849269,0.006247688566881374,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,29.789539533043694,6.8407832672404165,1.0529274418262875,0.0008456020192808584,0.5724881792236193,True,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N2_M1P75_TAU300S,N2_CCH_EFFECTIVE_DYNAMIC,1.75,300.0,P15_DIRECTION_NOMINAL_GAIN_PROFILE,UNMEASURED_PREDECLARED_WT_SENSITIVITY_NOT_FIT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.007295497539416828,True,0.001101774923525223,0.0008184311347628898,1.3462035799070884,1.1111111111111112,10996.649098164402,9076.263932386613,False,10253.542363239125,170892372.72065207,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.39181831168516,11.29709585312042,2,1.0,1.1359519331454555,1.648498537234202,0.050902202051845855,0.09729435906179441,0.0011781761141849269,0.006641217444435128,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,28.2348139072817,6.83436044090339,1.0377315660121227,0.0008184311347628898,0.555905442048552,True,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N1_M3P0,N1_CCH_ALGEBRAIC,3.0,,FLOW_SHAPE_PROBE_OUTSIDE_P15_NOMINAL_SCALE,ALGEBRAIC_NO_ADDED_TIME_CONSTANT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.006366462912410498,True,0.0011753182457390626,0.000984077162857372,1.19433545467756,1.1111111111111112,9145.624286074833,8508.33383745507,False,8814.871315211616,146914521.9201936,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.674513554826278,10.360279090610101,4,3.0,3.0,3.0,0.10840803847747513,0.1130319124511683,0.00353452834255478,0.005068679973408443,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,38.816956257815185,6.869015383167311,1.1489859593739464,0.000984077162857372,0.6466345107232189,False,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N2_M3P0_TAU10S,N2_CCH_EFFECTIVE_DYNAMIC,3.0,10.0,FLOW_SHAPE_PROBE_OUTSIDE_P15_NOMINAL_SCALE,UNMEASURED_PREDECLARED_WT_SENSITIVITY_NOT_FIT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.006320277634586091,True,0.0011671931373391981,0.0009838867417440167,1.186308431466671,1.1111111111111112,9147.394327162892,8567.562368295436,False,8836.71563565841,147278593.92764014,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.69432735448636,10.314153846558485,5,1.0,2.995042495313001,2.9999999999999996,0.11147129026796815,0.11306963910722632,0.0011781761141849269,0.005072137660492183,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,38.807719781677584,6.868755682459082,1.1488592992678284,0.0009838867417440167,0.6450360331839855,False,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N2_M3P0_TAU30S,N2_CCH_EFFECTIVE_DYNAMIC,3.0,30.0,FLOW_SHAPE_PROBE_OUTSIDE_P15_NOMINAL_SCALE,UNMEASURED_PREDECLARED_WT_SENSITIVITY_NOT_FIT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.006231459792616079,True,0.0011492851153202116,0.0009835527710093024,1.168503764308282,1.1111111111111112,9150.500375047877,8701.061091541083,False,8880.325231279601,148005420.5213267,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.734268488688876,10.206025607512162,5,1.0,2.729329428666486,2.999999995877692,0.1075650912493384,0.11316845071692552,0.0011781761141849269,0.005080207381840846,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,38.788780877641706,6.868197671819997,1.148597309969457,0.0009835527710093024,0.6418683833698585,False,False
G2_ASYMMETRIC_APICAL_K_BIASED_G10:M00,False,G2_ASYMMETRIC_APICAL_K_BIASED_G10,0.1,0.1,0.3,PRIMARY_CROSS_ROOT_NKCC_SCREEN,CA055_HISTORICAL_ANCHOR,0.55,HISTORICAL_IMPLEMENTATION_AMPLITUDE_SENSITIVITY,N2_M3P0_TAU120S,N2_CCH_EFFECTIVE_DYNAMIC,3.0,120.0,FLOW_SHAPE_PROBE_OUTSIDE_P15_NOMINAL_SCALE,UNMEASURED_PREDECLARED_WT_SENSITIVITY_NOT_FIT,R1_G125_P21_PROSE_TREFERENCE,production_radau,True,The solver successfully reached the end of the integration interval.,True,True,0.006245670647331281,True,0.0011192464784945345,0.0009803740669143662,1.1416524735474245,1.1111111111111112,9180.169390166186,8934.582500050128,False,9081.153354308617,151352555.90514362,WARNING_NO_PRIMARY_GEOMETRY_RANGE,8.902927246236578,10.16404891247875,7,1.0,1.786938670526537,2.9865241058895178,0.07661943145916665,0.11462607566195541,0.0011781761141849269,0.005198209279177306,MECHANISTIC_DIAGNOSTIC_NOT_EQUATED_TO_SPQ_WITHOUT_MAP,38.51203783095122,6.864807862779557,1.145152063833392,0.0009803740669143662,0.6276735759886266,False,False
