ae2_normalized_cycle_rate,ae4_normalized_cycle_rate,A_shared_chloride_cycles,B_bicarbonate_cycles,ae4_fraction_when_A_positive
0.2,0.925,1.125,2.0500000000000003,0.8222222222222223
0.2,0.9500000000000001,1.1500000000000001,2.1,0.8260869565217391
0.2,0.9750000000000001,1.175,2.1500000000000004,0.8297872340425533
0.2,1.0,1.2,2.2,0.8333333333333334
0.225,0.0,0.225,0.225,0.0
0.225,0.025,0.25,0.275,0.1
0.225,0.05,0.275,0.325,0.18181818181818182
0.225,0.07500000000000001,0.30000000000000004,0.375,0.25
0.225,0.1,0.325,0.42500000000000004,0.3076923076923077
0.225,0.125,0.35,0.475,0.35714285714285715
0.225,0.15000000000000002,0.375,0.525,0.4000000000000001
0.225,0.17500000000000002,0.4,0.5750000000000001,0.4375
0.225,0.2,0.42500000000000004,0.625,0.47058823529411764
0.225,0.225,0.45,0.675,0.5
0.225,0.25,0.475,0.725,0.5263157894736842
0.225,0.275,0.5,0.775,0.55
0.225,0.30000000000000004,0.525,0.8250000000000001,0.5714285714285715
0.225,0.325,0.55,0.875,0.5909090909090908
0.225,0.35000000000000003,0.5750000000000001,0.925,0.6086956521739131
0.225,0.375,0.6,0.975,0.625
0.225,0.4,0.625,1.0250000000000001,0.64
0.225,0.42500000000000004,0.65,1.0750000000000002,0.6538461538461539
0.225,0.45,0.675,1.125,0.6666666666666666
0.225,0.47500000000000003,0.7000000000000001,1.175,0.6785714285714286
0.225,0.5,0.725,1.225,0.6896551724137931
0.225,0.525,0.75,1.2750000000000001,0.7000000000000001
0.225,0.55,0.775,1.3250000000000002,0.7096774193548387
0.225,0.5750000000000001,0.8,1.3750000000000002,0.71875
0.225,0.6000000000000001,0.8250000000000001,1.4250000000000003,0.7272727272727273
0.225,0.625,0.85,1.475,0.7352941176470589
0.225,0.65,0.875,1.5250000000000001,0.7428571428571429
0.225,0.675,0.9,1.5750000000000002,0.75
0.225,0.7000000000000001,0.925,1.6250000000000002,0.7567567567567568
