path,bytes,sha256
analysis/14B_five_percent_ae4_check/final_answer.md,7822,787ce4c54a9a5e1d3fb56efbaf7386afe6e29eb2c63fc08cb5bf16bfb53b7250
analysis/14B_five_percent_ae4_check/implementation_audit.md,4649,5584796ebec7102418923133600fb05cb7da79308773ed415584d60377e6bd63
prompts/14B_five_percent_ae4_flow_check.md,5563,ed92c620fb6225a70840d415748936226c0fa9454f37dd92956981daf71c3505
results/14B_five_percent_ae4_check/execution.log,16833,52c21b1440faf5bbe64eec00cddb02c82afb0c0d58b30e2167c5febab283eca3
results/14B_five_percent_ae4_check/five_percent_ae4_flow.csv,32209,92bdaf07b0b657cbba4843d1e466d0f23d0b6d417b9fadf60cf8d4161b4d35b3
results/14B_five_percent_ae4_check/focused_tests.txt,1841,a20f2945bbc7672d351d457454216b0df8814b8b8b65c83ab42d1f5c785c9f63
results/14B_five_percent_ae4_check/frozen_inputs.json,57069,4ff7a421a5a85f9aee0e08f32e2b8b2e83e916097799106a5d297d77e3d1ecdb
results/14B_five_percent_ae4_check/interpretation.json,2169,02d06d2fabb6d22890645e7e04b26bcd73d24d2412792273e430287adf5b8e88
results/14B_five_percent_ae4_check/postrun_integrity.json,259,57b6e0c7f19894bb3a41b8ae71ef108f58dae9d9d87ad47a9cfbb5578154b1c1
results/14B_five_percent_ae4_check/summary.json,8829,cc15b0c7620bb72aaeb1bebabbdea234af1f467c90d5880747008ccbe6c7217e
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1_B00_ca0.10_AE4_5pct_production_radau.json,303640,b83d089b58991ba8846b8614792e6c77ce0472514245cfdf77603a1138e30cd4
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1_B00_ca0.25_AE4_5pct_production_radau.json,303438,82bed8dea8d8e38318f55e3bd852bb89d82ff6020017175699cf4171d1ab36a8
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1_B00_ca0.50_AE4_5pct_production_radau.json,303244,7d78e1858e1b33a481a42a94c6af91b691417ca52098d9f7b8376e09c4bc5f76
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1_B00_ca0.10_AE4_5pct_production_radau.json,302875,6b90de97d1b92cc0b4b3e982002807b740a65535072a878b2834bae0c52ef913
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1_B00_ca0.25_AE4_5pct_production_radau.json,303195,23fa81b10a3269d74223b5a052086056699e8c01a02ac97c6bd846f78f08fe45
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1_B00_ca0.50_AE4_5pct_production_radau.json,302849,48091297dcec49a3e5ed6215e48d450b321379f655a93fbba809cf2bbcb4014c
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1_B00_ca0.10_AE4_5pct_production_radau.json,304013,e555ae358032e6b05befb60477433ba97dbe8ad1f2ecb5041e90b05007bbff82
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1_B00_ca0.25_AE4_5pct_production_radau.json,303457,1e760938b0306ce90d5aea58e47b464adaf6c10fc564326d5d7359e0259b76b8
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1_B00_ca0.50_AE4_5pct_production_radau.json,303259,b076af6a24984f47228b0fbf7edd9814facd990d888331778e85135f3963472a
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00_ca0.10_AE4_5pct_production_radau.json,303339,5bfc461d87ba94d5b14a21d7e707dfe707404cc772fe1d3a3df1c05e75b08bbf
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00_ca0.25_AE4_5pct_production_radau.json,303368,517002a60de5171b4883946a9d432ede67422bfe26ba304917fe1463a6e76194
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00_ca0.50_AE4_5pct_production_radau.json,302985,1fbbf9a1a17ed796bfbfa71796d41fbe0e09d71477bacbd3e6ac72eb27ff8441
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00_ca0.10_AE4_5pct_production_radau.json,303514,6d995519040be28c044dd8d32d1d88ce147c6307cb10131d6a1fd4d73af0dca3
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00_ca0.25_AE4_5pct_production_radau.json,303289,7918090941054769c027631e52af2e46f2349b046749da4b96dee85a6f3b1197
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1_B00_ca0.50_AE4_5pct_production_radau.json,303197,aaa4bcd778f0777472ebb49ab6497211bad13029c23d17cef11435b7c61e1627
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1_B00_ca0.10_AE4_5pct_production_radau.json,302582,6d64c31fa7f6233e18a0525e15f37953aaae222e56bf8d977b2eecffa5a10961
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1_B00_ca0.25_AE4_5pct_production_radau.json,303230,8df452b3d79e07c03a7d25edd3c035bb75fa63a66bcb32531b25455816c6a5fb
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1_B00_ca0.50_AE4_5pct_production_radau.json,303049,0aeeee757cdf9092d9471179bc9ae46048be93c5b6d314b5f6e7d8ec14ec6bbf
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00_ca0.10_AE4_5pct_production_radau.json,303788,21ed2bc4d37dad9cb64a21fa95203dcd863c5e4b73c0dc73231686438dffc594
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00_ca0.25_AE4_5pct_production_radau.json,303384,ad2b4851c1fc0d56f3f70af181fd7c04ffb74d8fbd86923b2c2258460eccc137
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00_ca0.50_AE4_5pct_production_radau.json,303175,834a715c05b9d12bbb6085d930c80e8e91a8d77d93a8221a65e03c90dc3e804c
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00_ca0.10_AE4_5pct_production_radau.json,302961,52c5cf5fb0b5cb66d64062657aa55161ff38dea4b117f8b1f53d4244cca83829
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00_ca0.25_AE4_5pct_production_radau.json,303355,c63e66efea50503843633b86854b21c959439d4d7df1e17cb78ac0d195ae9a0b
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00_ca0.50_AE4_5pct_production_radau.json,302949,795e7c9c50bab48a5bb096f734b4312341d67ce408c37c69ab0c9307eac763c1
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00_ca0.10_AE4_5pct_production_radau.json,303874,a1a999eadad7e27b71a565be00218103d29748ede3c482c05c7664e32a0011bd
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00_ca0.25_AE4_5pct_production_radau.json,303496,70389e5b9088b46052a4254ef4f0f316b7bbf0b190b5a74dfb813a52cb54e8cd
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00_ca0.50_AE4_5pct_production_radau.json,303213,e7b7f7954f2333c711294e211857581738cd14cf966361681a63cb6d4529c8ca
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00_ca0.10_AE4_5pct_production_radau.json,302875,974e35fb17c43a6c71be1f5cc8f9e461d29fccbc0cbe4f5a8c7238f2ab304a3a
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00_ca0.25_AE4_5pct_production_radau.json,303400,2c33e1174d1b2c9e77a6458771a66cf7a32b51f3d2674d0d46eb80d55cf71d69
results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00_ca0.50_AE4_5pct_production_radau.json,302879,7a8afd5a81dde3d9af8a9cadcf584dd9bcb0d96bb436bc506e5f0a84bac0f97d
src/modern_full_model/task14b_five_percent.py,26305,d8c28629a89941a4fac6a5a7d2de3f4b4f67d54a96cbde61a72d0054146af256
tests/test_task14b_five_percent.py,12086,2370b011ff43b7682b0140cf5952f147457dc7e18ae14646d25fd52a26c555f5
