R_AE2,R_AE4,ae2_total_0_600_pL,ae4_5pct_total_0_600_pL,ae4_direction,architecture,calcium_uM,comparison_to_pooled_available,condition,fixed_wt_feasible,legacy_condition,new_simulation,paired_gate_pass,root_id,routing_family,source_path,source_sha256,status,wt_total_0_600_pL
1.001320901569095,1.1509540065104833,0.7456182115211941,0.8570402021297288,increase,legacy_SR2,0.1,False,legacy_inherited,True,inherited_baseline,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.7446346224799579
1.0014931326104588,1.1915446001085646,0.8484924158242725,1.0095092251638316,increase,legacy_SR2,0.25,False,legacy_inherited,True,inherited_baseline,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.847227392975347
1.0015352024151927,1.202402859067373,0.8765735711200409,1.0523789533866972,increase,legacy_SR2,0.5,False,legacy_inherited,True,inherited_baseline,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.8752299160390887
1.0007293334954253,1.1929375052632794,0.7148413444512773,0.8521395561876508,increase,legacy_SR2,0.1,False,legacy_P10,True,share_0.10,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.7143203666813921
1.0009102947761626,1.3792583263010112,0.8089182904792473,1.114692588600252,increase,legacy_SR2,0.25,False,legacy_P10,True,share_0.10,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.8081826060747521
1.0009626891076226,1.438342808959017,0.8382770011993647,1.2045700701049769,increase,legacy_SR2,0.5,False,legacy_P10,True,share_0.10,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.8374707772041978
1.0003416390453237,1.0920737751638214,0.9066254272068055,0.9897637110199196,increase,legacy_SR2,0.1,False,legacy_inherited,True,inherited_baseline,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.9063157943440641
1.0004173674815158,1.1624427276202534,1.0405383467399014,1.2090616109782286,increase,legacy_SR2,0.25,False,legacy_inherited,True,inherited_baseline,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,1.0401042410522996
1.0004381142729948,1.1840010802406804,1.079478483099217,1.2775439798341002,increase,legacy_SR2,0.5,False,legacy_inherited,True,inherited_baseline,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,1.0790057552771866
1.0003024981510953,1.2804205369250843,0.870880241262469,1.1147557345661085,increase,legacy_SR2,0.1,False,legacy_P10,True,share_0.10,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.8706168812655739
1.0003475199397993,1.3981490442793385,0.9826415774207593,1.3734020977256542,increase,legacy_SR2,0.25,False,legacy_P10,True,share_0.10,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.9823002085114325
1.0003611327834339,1.4364471656592126,1.015305532989613,1.4579062573963266,increase,legacy_SR2,0.5,False,legacy_P10,True,share_0.10,False,True,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,1.0149390052416345
1.0012546122826018,1.1405212997324823,0.7389817599052764,0.8417683443817963,increase,legacy_SR2,0.1,False,legacy_inherited,True,inherited_baseline,False,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.7380557860508516
1.0014364724001827,1.1799146304033774,0.840526521046121,0.9903269620761913,increase,legacy_SR2,0.25,False,legacy_inherited,True,inherited_baseline,False,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,results/18_fixed_wt_inverse_rebalance/final_comparison.csv,3f6f6dc5dcbc3ed997391aa5b0723f9fc9c64f03cab926e72f9a45f9be5a3dcd,HASH_VALID_LEGACY_REUSE,0.8393208597961263
