mechanism_id,round,family,n_free_ae4_parameters,n_fitted_ae4_parameters,complexity_penalty,calibration_target_names,calibration_target_values,independently_fixed_ae4_parameters,new_modelling_assumptions,mechanism_equivalence_alias,heldout_target_names,knockout_target_read_by_calibrator,activity_scale,ae4_density_or_turnover_source,non_ae4_chassis_fingerprint,units_convention,calibration_l2_error,calibration_max_abs_error,wt_baseline_closure_error,wt_baseline_admissible,assay_admissible,thermodynamic_status,electroneutrality_status,simulation_status,solver_method,wt_endpoint_flow,ae4_ko_endpoint_flow,ae2_ko_endpoint_flow,ae4_ko_endpoint_flow_ratio,ae2_ko_endpoint_flow_ratio,ae4_ko_integrated_flow_ratio,ae2_ko_integrated_flow_ratio,ae4_ko_cl_i_change_mM,ae2_ko_cl_i_change_mM,ae4_ko_pH_change,ae2_ko_pH_change,wt_endpoint_max_abs_raw_rhs,ae4_ko_endpoint_max_abs_raw_rhs,ae2_ko_endpoint_max_abs_raw_rhs,endpoint_interpretation,max_conservation_residual,max_thermodynamic_violation,failure_reason
C1,1,C1 historical Na-only,1,1,1,fixed_chassis_WT_AE4_balance_vector,"{""AE4_bath_HCO3_mM"": 21.0, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""k_forward"": ""historical 0.0192"", ""k_reverse"": ""historical folded 0.00159305881398359"", ""reverse_HCO3_mM"": 21.0}",,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,18.950260722154685,WT balance activity scale; historical empirical turnover constants,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.0,0.0,1.781179185555778e-12,True,False,empirical_not_sign_controlled,pass,pass,BDF,0.0013600836555092922,0.0013581198854213375,0.0013587946570716549,0.9985561402197577,0.9990522653276392,1.0056381560930046,0.999024027870275,-1.0614480326581912,-0.5795060809163601,0.36679034269538846,0.004177172402394014,2.633601768951763e-08,4.7314069301337935e-08,6.63789596864907e-08,t=200 protocol endpoint; not assumed to be an exact steady state,4.973799150320701e-14,,direct primary Na/K transport evidence not satisfied
C2,1,C2 published pooled Na+K,1,1,1,fixed_chassis_WT_AE4_balance_vector,"{""AE4_bath_HCO3_mM"": 21.0, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""k_forward"": ""2018 printed 0.0192"", ""k_reverse"": ""2018 printed 1.3e-5""}",pooled term treated as a constitutive law; same intracellular partition retained even if the net cycle reverses,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,1.2339201224412772e-06,WT balance activity scale; 2018 printed empirical turnover constants,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.044645660163526515,0.03281540192921407,0.0011433937936618196,False,True,empirical_not_sign_controlled,pass,pass,BDF+Radau,0.0013197725572313918,0.0013581198854213375,0.0012996994480154883,1.0290560127044848,0.984790478400299,1.0368088630017172,0.9847301802238284,-0.07750681853312358,-1.1127545639070426,0.31900584316128633,0.03712281113505167,8.931209227207483e-12,4.7314069301337935e-08,5.229749529121181e-08,t=200 protocol endpoint; not assumed to be an exact steady state,4.973799150320701e-14,,"WT closure failed: raw=0.00114339, AE4-vector=0.0328154"
C3,1,C3 explicit parallel Na/K,1,1,1,fixed_chassis_WT_AE4_balance_vector;primary_Na_K_maximal_response_capacity_ratio,"{""AE4_bath_HCO3_mM"": 21.0, ""K_Rmax"": 1.6, ""Na_Rmax"": 1.5, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""k_weight"": 1.6, ""na_weight"": 1.5}",independent parallel cycles; common forward/reverse constants; Rmax ratio is treated as a branch-capacity ratio,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,2.406184919640409e-06,WT balance activity scale; branch ratio from primary Rmax Na/K ratio,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.04513861691732687,0.03319626822229278,0.0011566643962081164,False,True,empirical_not_sign_controlled,pass,pass,BDF+Radau,0.0013191726504105951,0.0013581198854213375,0.001298805690694003,1.0295239861125227,0.9845608080866042,1.037282614504152,0.9845011600241309,-0.06435714679550131,-1.1184522371620744,0.31837397988589,0.03722866911981981,8.474024403062633e-08,4.7314069301337935e-08,7.878880278039054e-10,t=200 protocol endpoint; not assumed to be an exact steady state,4.973799150320701e-14,,"WT closure failed: raw=0.00115666, AE4-vector=0.0331963"
C4,1,C4 cooperative occupancy,1,1,1,fixed_chassis_WT_AE4_balance_vector;primary_Na_K_maximal_response_capacity_ratio;primary_cation_dose_response_shape,"{""AE4_bath_HCO3_mM"": 21.0, ""K_EC50_mM"": 62.0, ""K_Hill"": 1.8, ""K_Rmax"": 1.6, ""Na_EC50_mM"": 49.0, ""Na_Hill"": 2.0, ""Na_Rmax"": 1.5, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""ec50_k"": 62.0, ""ec50_na"": 49.0, ""hill_k"": 1.8, ""hill_na"": 2.0, ""k_weight"": 1.6, ""na_weight"": 1.5}",Hill response is used as directional occupancy; one cation is transported despite a cooperative response,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,0.0,WT balance activity scale; branch ratio from primary Rmax Na/K ratio,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,empirical_not_sign_controlled,pass,pass,BDF+Radau,0.0013581198854213375,0.0013581198854213375,0.001360358164028336,1.0,1.001648071448644,1.0,1.000142804534262,0.0,-0.7954218469539427,0.0,0.36027649170999254,4.7314069301337935e-08,4.7314069301337935e-08,3.8099057203372887e-06,t=200 protocol endpoint; not assumed to be an exact steady state,5.3290705182007514e-14,,"WT closure failed: raw=0.00270964, AE4-vector=0.0777667"
C5,1,C5 cation-dependent allosteric gating,1,1,1,fixed_chassis_WT_AE4_balance_vector;primary_Na_K_maximal_response_capacity_ratio;primary_cation_dose_response_shape,"{""AE4_bath_HCO3_mM"": 21.0, ""K_EC50_mM"": 62.0, ""K_Hill"": 1.8, ""K_Rmax"": 1.6, ""K_Rmin"": 0.4, ""Na_EC50_mM"": 49.0, ""Na_Hill"": 2.0, ""Na_Rmax"": 1.5, ""Na_Rmin"": 0.3, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""ec50_k"": 62.0, ""ec50_na"": 49.0, ""gate_floor_k"": 0.25, ""gate_floor_na"": 0.2, ""hill_k"": 1.8, ""hill_na"": 2.0, ""k_weight"": 1.6, ""na_weight"": 1.5}",phenomenological donor-side gate; no microscopic gating scheme,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,0.0,WT balance activity scale; branch ratio from primary Rmax Na/K ratio,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,pass,pass,pass,BDF+Radau,0.0013581198854213375,0.0013581198854213375,0.001360358164028336,1.0,1.001648071448644,1.0,1.000142804534262,0.0,-0.7954218469539427,0.0,0.36027649170999254,4.7314069301337935e-08,4.7314069301337935e-08,3.8099057203372887e-06,t=200 protocol endpoint; not assumed to be an exact steady state,5.3290705182007514e-14,0.0,"WT closure failed: raw=0.00270964, AE4-vector=0.0777667"
C6_112,1,C6 alternative electroneutral stoichiometry,1,1,1,fixed_chassis_WT_AE4_balance_vector;primary_Na_K_maximal_response_capacity_ratio,"{""AE4_bath_HCO3_mM"": 21.0, ""K_Rmax"": 1.6, ""Na_Rmax"": 1.5, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""k_weight"": 1.6, ""na_weight"": 1.5}",pure-Na and pure-K branches in mixed-cation conditions; symmetric passive equilibrium constant K_eq=1 unless independently changed,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,0.0,WT balance activity scale; branch ratio from primary Rmax Na/K ratio,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,pass,pass,pass,BDF+Radau,0.0013581198854213375,0.0013581198854213375,0.001360358164028336,1.0,1.001648071448644,1.0,1.000142804534262,0.0,-0.7954218469539427,0.0,0.36027649170999254,4.7314069301337935e-08,4.7314069301337935e-08,3.8099057203372887e-06,t=200 protocol endpoint; not assumed to be an exact steady state,5.3290705182007514e-14,0.0,"WT closure failed: raw=0.00270964, AE4-vector=0.0777667"
C7_112,1,C7 thermodynamically reversible,1,1,1,fixed_chassis_WT_AE4_balance_vector;primary_Na_K_maximal_response_capacity_ratio,"{""AE4_bath_HCO3_mM"": 21.0, ""K_Rmax"": 1.6, ""Na_Rmax"": 1.5, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""k_weight"": 1.6, ""na_weight"": 1.5}",symmetric affinity law; pure-Na and pure-K branches in mixed-cation conditions,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,0.0,WT balance activity scale; branch ratio from primary Rmax Na/K ratio,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,pass,pass,pass,BDF+Radau,0.0013581198854213375,0.0013581198854213375,0.001360358164028336,1.0,1.001648071448644,1.0,1.000142804534262,0.0,-0.7954218469539427,0.0,0.36027649170999254,4.7314069301337935e-08,4.7314069301337935e-08,3.8099057203372887e-06,t=200 protocol endpoint; not assumed to be an exact steady state,5.3290705182007514e-14,0.0,"WT closure failed: raw=0.00270964, AE4-vector=0.0777667"
C8_112_MA,1,C8 saturation versus mass action,1,1,1,fixed_chassis_WT_AE4_balance_vector;primary_Na_K_maximal_response_capacity_ratio,"{""AE4_bath_HCO3_mM"": 21.0, ""K_Rmax"": 1.6, ""Na_Rmax"": 1.5, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""k_weight"": 1.6, ""na_weight"": 1.5}",pure-Na and pure-K branches in mixed-cation conditions; unsaturated substrate products,C6_112,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,0.0,WT balance activity scale; branch ratio from primary Rmax Na/K ratio,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,pass,pass,pass,BDF+Radau,0.0013581198854213375,0.0013581198854213375,0.001360358164028336,1.0,1.001648071448644,1.0,1.000142804534262,0.0,-0.7954218469539427,0.0,0.36027649170999254,4.7314069301337935e-08,4.7314069301337935e-08,3.8099057203372887e-06,t=200 protocol endpoint; not assumed to be an exact steady state,5.3290705182007514e-14,0.0,"WT closure failed: raw=0.00270964, AE4-vector=0.0777667"
C8_112_SAT,1,C8 saturation versus mass action,2,1,2,fixed_chassis_WT_AE4_balance_vector;primary_Na_K_maximal_response_capacity_ratio,"{""AE4_bath_HCO3_mM"": 21.0, ""K_Rmax"": 1.6, ""Na_Rmax"": 1.5, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""k_weight"": 1.6, ""na_weight"": 1.5}",pure-Na and pure-K branches in mixed-cation conditions; common substrate saturation denominator; sigma=1 is an unconstrained Round-1 default; saturation_strength=1 is an unconstrained modelling choice,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,0.0,WT balance activity scale; branch ratio from primary Rmax Na/K ratio,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,pass,pass,pass,BDF+Radau,0.0013581198854213375,0.0013581198854213375,0.001360358164028336,1.0,1.001648071448644,1.0,1.000142804534262,0.0,-0.7954218469539427,0.0,0.36027649170999254,4.7314069301337935e-08,4.7314069301337935e-08,3.8099057203372887e-06,t=200 protocol endpoint; not assumed to be an exact steady state,5.3290705182007514e-14,0.0,"WT closure failed: raw=0.00270964, AE4-vector=0.0777667"
C6_123,1,C6 alternative electroneutral stoichiometry,1,1,1,fixed_chassis_WT_AE4_balance_vector;primary_Na_K_maximal_response_capacity_ratio,"{""AE4_bath_HCO3_mM"": 21.0, ""K_Rmax"": 1.6, ""Na_Rmax"": 1.5, ""WT_AE4_vector"": [-0.03888333867647999, 0.0, 0.03888333867647999, -0.07776667735295997]}","{""k_weight"": 1.6, ""na_weight"": 1.5}",pure-Na and pure-K branches in mixed-cation conditions; symmetric passive equilibrium constant K_eq=1 unless independently changed,,primary_AE4_KO_stimulated_saliva_ratio;primary_AE2_KO_stimulated_saliva_ratio,False,0.0,WT balance activity scale; branch ratio from primary Rmax Na/K ratio,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,fixed historical chassis-native ratios; absolute flow/time uncertified,0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,pass,pass,pass,BDF+Radau,0.0013581198854213375,0.0013581198854213375,0.001360358164028336,1.0,1.001648071448644,1.0,1.000142804534262,0.0,-0.7954218469539427,0.0,0.36027649170999254,4.7314069301337935e-08,4.7314069301337935e-08,3.8099057203372887e-06,t=200 protocol endpoint; not assumed to be an exact steady state,5.3290705182007514e-14,0.0,"WT closure failed: raw=0.00270964, AE4-vector=0.0777667"
